100 201
-1.773631e+00 3.300175e-01 -1.946354e+01 201 7
3.274820e-01 -2.670259e-02 2.167283e-01 0.000000e+00
6.099033e-01 -4.973096e-02 4.036352e-01 3.000000e-02
9.552043e-01 -7.788649e-02 6.321561e-01 6.000000e-02
1.363169e+00 -1.111516e-01 9.021483e-01 9.000000e-02
1.831575e+00 -1.493449e-01 1.212140e+00 1.200000e-01
2.356220e+00 -1.921241e-01 1.559351e+00 1.500000e-01
2.931055e+00 -2.389956e-01 1.939778e+00 1.800000e-01
3.548386e+00 -2.893322e-01 2.348329e+00 2.100000e-01
4.199158e+00 -3.423956e-01 2.779011e+00 2.400000e-01
4.873294e+00 -3.973640e-01 3.225156e+00 2.700000e-01
5.560068e+00 -4.533629e-01 3.679665e+00 3.000000e-01
6.248502e+00 -5.094972e-01 4.135272e+00 3.300000e-01
6.927752e+00 -5.648827e-01 4.584801e+00 3.600000e-01
7.587481e+00 -6.186763e-01 5.021410e+00 3.900000e-01
8.218180e+00 -6.701029e-01 5.438808e+00 4.200000e-01
8.811442e+00 -7.184771e-01 5.831431e+00 4.500000e-01
9.360176e+00 -7.632203e-01 6.194584e+00 4.800000e-01
9.858729e+00 -8.038719e-01 6.524527e+00 5.100000e-01
1.030296e+01 -8.400941e-01 6.818520e+00 5.400000e-01
1.069023e+01 -8.716714e-01 7.074814e+00 5.700000e-01
1.101932e+01 -8.985052e-01 7.292606e+00 6.000000e-01
1.129032e+01 -9.206026e-01 7.471958e+00 6.300000e-01
1.150447e+01 -9.380644e-01 7.613684e+00 6.600000e-01
1.166395e+01 -9.510681e-01 7.719227e+00 6.900000e-01
1.177168e+01 -9.598518e-01 7.790519e+00 7.200000e-01
1.183110e+01 -9.646971e-01 7.829845e+00 7.500000e-01
1.184601e+01 -9.659129e-01 7.839714e+00 7.800000e-01
1.182037e+01 -9.638219e-01 7.822742e+00 8.100000e-01
1.175814e+01 -9.587477e-01 7.781558e+00 8.400000e-01
1.166319e+01 -9.510057e-01 7.718720e+00 8.700000e-01
1.153920e+01 -9.408957e-01 7.636664e+00 9.000000e-01
1.138960e+01 -9.286981e-01 7.537663e+00 9.300000e-01
1.121757e+01 -9.146703e-01 7.423809e+00 9.600000e-01
1.102596e+01 -8.990466e-01 7.297001e+00 9.900000e-01
1.081736e+01 -8.820381e-01 7.158954e+00 1.020000e+00
1.059410e+01 -8.638333e-01 7.011197e+00 1.050000e+00
1.035821e+01 -8.445988e-01 6.855082e+00 1.080000e+00
1.011147e+01 -8.244801e-01 6.691792e+00 1.110000e+00
9.855412e+00 -8.036013e-01 6.522331e+00 1.140000e+00
9.591282e+00 -7.820645e-01 6.347530e+00 1.170000e+00
9.320048e+00 -7.599483e-01 6.168027e+00 1.200000e+00
9.042373e+00 -7.373069e-01 5.984261e+00 1.230000e+00
8.758595e+00 -7.141679e-01 5.796456e+00 1.260000e+00
8.468722e+00 -6.905320e-01 5.604618e+00 1.290000e+00
8.172426e+00 -6.663723e-01 5.408529e+00 1.320000e+00
7.869063e+00 -6.416363e-01 5.207762e+00 1.350000e+00
7.557704e+00 -6.162484e-01 5.001704e+00 1.380000e+00
7.237204e+00 -5.901151e-01 4.789597e+00 1.410000e+00
6.906284e+00 -5.631322e-01 4.570593e+00 1.440000e+00
6.563636e+00 -5.351930e-01 4.343828e+00 1.470000e+00
6.208055e+00 -5.061992e-01 4.108504e+00 1.500000e+00
5.838573e+00 -4.760720e-01 3.863979e+00 1.530000e+00
5.454603e+00 -4.447634e-01 3.609867e+00 1.560000e+00
5.056077e+00 -4.122679e-01 3.346122e+00 1.590000e+00
4.643565e+00 -3.786321e-01 3.073121e+00 1.620000e+00
4.218375e+00 -3.439625e-01 2.791729e+00 1.650000e+00
3.782607e+00 -3.084304e-01 2.503337e+00 1.680000e+00
3.339178e+00 -2.722736e-01 2.209875e+00 1.710000e+00
2.891791e+00 -2.357940e-01 1.913793e+00 1.740000e+00
2.444857e+00 -1.993514e-01 1.618011e+00 1.770000e+00
2.003375e+00 -1.633534e-01 1.325837e+00 1.800000e+00
1.572761e+00 -1.282415e-01 1.040857e+00 1.830000e+00
1.158651e+00 -9.447533e-02 7.667974e-01 1.860000e+00
7.666667e-01 -6.251331e-02 5.073816e-01 1.890000e+00
4.021853e-01 -3.279382e-02 2.661670e-01 1.920000e+00
7.009760e-02 -5.715696e-03 4.639074e-02 1.950000e+00
-2.254115e-01 1.837985e-02 -1.491778e-01 1.980000e+00
-4.810553e-01 3.922481e-02 -3.183634e-01 2.010000e+00
-6.945961e-01 5.663674e-02 -4.596851e-01 2.040000e+00
-8.649459e-01 7.052691e-02 -5.724230e-01 2.070000e+00
-9.922103e-01 8.090394e-02 -6.566468e-01 2.100000e+00
-1.077673e+00 8.787245e-02 -7.132059e-01 2.130000e+00
-1.123720e+00 9.162708e-02 -7.436799e-01 2.160000e+00
-1.133714e+00 9.244202e-02 -7.502943e-01 2.190000e+00
-1.111820e+00 9.065681e-02 -7.358049e-01 2.220000e+00
-1.062796e+00 8.665940e-02 -7.033604e-01 2.250000e+00
-9.917615e-01 8.086734e-02 -6.563498e-01 2.280000e+00
-9.039630e-01 7.370833e-02 -5.982446e-01 2.310000e+00
-8.045395e-01 6.560142e-02 -5.324459e-01 2.340000e+00
-6.983123e-01 5.693975e-02 -4.621445e-01 2.370000e+00
-5.896056e-01 4.807591e-02 -3.902022e-01 2.400000e+00
-4.821087e-01 3.931070e-02 -3.190605e-01 2.430000e+00
-3.787845e-01 3.088574e-02 -2.506804e-01 2.460000e+00
-2.818296e-01 2.298013e-02 -1.865154e-01 2.490000e+00
-1.926828e-01 1.571118e-02 -1.275178e-01 2.520000e+00
-1.120788e-01 9.138805e-03 -7.417399e-02 2.550000e+00
-4.014086e-02 3.273050e-03 -2.656530e-02 2.580000e+00
2.349900e-02 -1.916087e-03 1.555169e-02 2.610000e+00
7.956129e-02 -6.487356e-03 5.265382e-02 2.640000e+00
1.289746e-01 -1.051648e-02 8.535568e-02 2.670000e+00
1.727368e-01 -1.408480e-02 1.143176e-01 2.700000e+00
2.117912e-01 -1.726926e-02 1.401639e-01 2.730000e+00
2.469282e-01 -2.013430e-02 1.634176e-01 2.760000e+00
2.787159e-01 -2.272624e-02 1.844548e-01 2.790000e+00
3.074653e-01 -2.507045e-02 2.034812e-01 2.820000e+00
3.332290e-01 -2.717119e-02 2.205317e-01 2.850000e+00
3.558308e-01 -2.901412e-02 2.354895e-01 2.880000e+00
3.749220e-01 -3.057081e-02 2.481242e-01 2.910000e+00
3.900567e-01 -3.180487e-02 2.581403e-01 2.940000e+00
4.007768e-01 -3.267898e-02 2.652349e-01 2.970000e+00
4.066995e-01 -3.316191e-02 2.691546e-01 3.000000e+00
4.075961e-01 -3.323502e-02 2.697479e-01 3.030000e+00
4.034560e-01 -3.289744e-02 2.670080e-01 3.060000e+00
3.945285e-01 -3.216950e-02 2.610998e-01 3.090000e+00
3.813388e-01 -3.109402e-02 2.523708e-01 3.120000e+00
3.646753e-01 -2.973529e-02 2.413428e-01 3.150000e+00
3.455512e-01 -2.817593e-02 2.286865e-01 3.180000e+00
3.251413e-01 -2.651173e-02 2.151792e-01 3.210000e+00
